Date,Year,Month,Month_Number,Model,Series,Segment,Region,Unit Price (USD),Units Sold,Total Revenue (USD),Cores,Threads,TDP (Watts),Lithography (nm),Total Cores Shipped,Total Threads Shipped,Est Power Shipped (kW)
2023-07-06,2023,May,5,Celeron G6900,CELERON,DESKTOP,ASIA-PACIFIC,42,512.0,21504.0,2,2,46,10,1024,1024,23.552
2023-07-06,2023,April,4,Atom C5125,ATOM,EMBEDDED,LATIN AMERICA,120,145.0,17400.0,8,8,50,10,1160,1160,7.25
2023-07-07,2023,May,5,Atom C5125,ATOM,EMBEDDED,ASIA-PACIFIC,120,297.0,35640.0,8,8,50,10,2376,2376,14.85
2023-07-08,2023,May,5,Atom C5320,ATOM,EMBEDDED,ASIA-PACIFIC,150,236.0,35400.0,8,8,41,10,1888,1888,9.676
2023-07-09,2023,May,5,Atom C3758R,ATOM,EMBEDDED,ASIA-PACIFIC,95,377.0,35815.0,8,8,26,14,3016,3016,9.802
2023-07-11,2023,May,5,Core i7-12700K,CORE I7,DESKTOP,LATIN AMERICA,384,362.0,139008.0,12,20,125,10,4344,7240,45.25
2023-07-12,2023,May,5,Core i5-12600K,CELERON,DESKTOP,LATIN AMERICA,289,483.0,139587.0,10,16,125,10,4830,7728,60.375
2023-07-13,2023,May,5,Core i5-12400,CORE I5,DESKTOP,LATIN AMERICA,192,673.0,129216.0,6,12,65,10,4038,8076,43.745
2023-07-14,2023,May,5,Core i3-12100,CORE I3,DESKTOP,LATIN AMERICA,110,513.0,56430.0,4,8,60,10,2052,4104,30.78
2023-07-15,2023,May,5,Pentium Gold G7400,PENTIUM,DESKTOP,LATIN AMERICA,64,257.0,16448.0,2,4,46,10,514,1028,11.822
2023-07-16,2023,May,5,Celeron G6900,CELERON,DESKTOP,LATIN AMERICA,42,230.0,9660.0,2,2,46,10,460,460,10.58
2023-07-17,2023,May,5,Atom C5125,ATOM,EMBEDDED,LATIN AMERICA,120,151.0,18120.0,8,8,50,10,1208,1208,7.55
2023-07-18,2023,May,5,Atom C5320,ATOM,EMBEDDED,LATIN AMERICA,150,,18000.0,8,8,41,10,960,960,4.92
2023-07-19,2023,May,5,Atom C3758R,ATOM,EMBEDDED,LATIN AMERICA,95,204.0,19380.0,8,8,26,14,1632,1632,5.304
2023-07-20,2023,June,6,Core i9-12900K,CORE I9,DESKTOP,NORTH AMERICA,589,337.0,198493.0,16,24,125,10,5392,8088,42.125
2023-07-21,2023,June,6,Core i7-12700K,CORE I7,DESKTOP,NORTH AMERICA,384,567.0,217728.0,12,20,125,10,6804,11340,70.875
2023-07-22,2023,June,6,Core i5-12600K,CORE I5,DESKTOP,NORTH AMERICA,289,776.0,224264.0,10,16,125,10,7760,12416,97.0
2023-07-23,2023,June,6,Core i5-12400,CELERON,DESKTOP,NORTH AMERICA,192,1450.0,278400.0,6,12,65,10,8700,17400,94.25
2023-07-24,2023,June,6,Core i3-12100,CELERON,DESKTOP,NORTH AMERICA,110,1114.0,122540.0,4,8,60,10,4456,8912,66.84
2023-07-25,2023,June,6,Pentium Gold G7400,PENTIUM,DESKTOP,NORTH AMERICA,64,460.0,29440.0,2,4,46,10,920,1840,21.16
2023-07-26,2023,June,6,Celeron G6900,CELERON,DESKTOP,NORTH AMERICA,42,380.0,15960.0,2,2,46,10,760,760,17.48
2023-07-27,2023,June,6,Atom C5125,ATOM,EMBEDDED,NORTH AMERICA,120,283.0,33960.0,8,8,50,10,2264,2264,14.15
2023-07-28,2023,June,6,Atom C5320,ATOM,EMBEDDED,NORTH AMERICA,150,183.0,,8,8,41,10,1464,1464,7.503
2023-07-29,2023,June,6,Atom C3758R,ATOM,EMBEDDED,NORTH AMERICA,95,339.0,32205.0,8,8,26,14,2712,2712,8.814
2023-07-30,2023,June,6,Core i9-12900K,CORE I9,DESKTOP,EUROPE,589,273.0,160797.0,16,24,125,10,4368,6552,34.125
2023-07-31,2023,June,6,Core i7-12700K,CELERON,DESKTOP,EUROPE,384,571.0,219264.0,12,20,125,10,6852,11420,71.375
2023-08-01,2023,January,1,Atom C5125,ATOM,EMBEDDED,NORTH AMERICA,120,254.0,30480.0,8,8,50,10,2032,2032,12.7
2023-08-01,2023,June,6,Core i5-12600K,CORE I5,DESKTOP,EUROPE,289,752.0,217328.0,10,16,125,10,7520,12032,94.0
2023-08-02,2023,June,6,Core i5-12400,CORE I5,DESKTOP,EUROPE,192,990.0,,6,12,65,10,5940,11880,64.35
2023-08-03,2023,June,6,Core i3-12100,CELERON,DESKTOP,EUROPE,110,957.0,105270.0,4,8,60,10,3828,7656,57.42
2023-08-04,2023,June,6,Pentium Gold G7400,PENTIUM,DESKTOP,EUROPE,64,414.0,26496.0,2,4,46,10,828,1656,19.044
2023-08-05,2023,June,6,Celeron G6900,CELERON,DESKTOP,EUROPE,42,341.0,14322.0,2,2,46,10,682,682,15.686
2023-08-06,2023,June,6,Atom C5125,ATOM,EMBEDDED,EUROPE,120,241.0,28920.0,8,8,50,10,1928,1928,12.05
2023-08-06,2023,April,4,Atom C5320,ATOM,EMBEDDED,LATIN AMERICA,150,,14850.0,8,8,41,10,792,792,4.059
2023-08-07,2023,June,6,Atom C5320,ATOM,EMBEDDED,EUROPE,150,188.0,28200.0,8,8,41,10,1504,1504,7.708
2023-08-08,2023,June,6,Atom C3758R,ATOM,EMBEDDED,EUROPE,95,348.0,33060.0,8,8,26,14,2784,2784,9.048
2023-08-09,2023,June,6,Core i9-12900K,CELERON,DESKTOP,ASIA-PACIFIC,589,367.0,216163.0,16,24,125,10,5872,8808,45.875
2023-08-10,2023,June,6,Core i7-12700K,CORE I7,DESKTOP,ASIA-PACIFIC,384,,274944.0,12,20,125,10,8592,14320,89.5
2023-08-12,2023,September,9,Core i7-12700K,CORE I7,DESKTOP,ASIA-PACIFIC,384,696.0,267264.0,12,20,125,10,8352,13920,87.0
2023-08-13,2023,June,6,Core i3-12100,CORE I3,DESKTOP,ASIA-PACIFIC,110,1087.0,119570.0,4,8,60,10,4348,8696,65.22
2023-08-14,2023,June,6,Pentium Gold G7400,PENTIUM,DESKTOP,ASIA-PACIFIC,64,540.0,34560.0,2,4,46,10,1080,2160,24.84
2023-08-15,2023,June,6,Celeron G6900,CELERON,DESKTOP,ASIA-PACIFIC,42,534.0,22428.0,2,2,46,10,1068,1068,24.564
2023-08-16,2023,June,6,Atom C5125,ATOM,EMBEDDED,ASIA-PACIFIC,120,283.0,33960.0,8,8,50,10,2264,2264,14.15
2023-08-17,2023,June,6,Atom C5320,ATOM,EMBEDDED,ASIA-PACIFIC,150,261.0,39150.0,8,8,41,10,2088,2088,10.701
2023-08-18,2023,June,6,Atom C3758R,ATOM,EMBEDDED,ASIA-PACIFIC,95,425.0,40375.0,8,8,26,14,3400,3400,11.05
2023-08-19,2023,June,6,Core i9-12900K,CORE I9,DESKTOP,LATIN AMERICA,589,176.0,103664.0,16,24,125,10,2816,4224,22.0
2023-08-20,2023,June,6,Core i7-12700K,CORE I7,DESKTOP,LATIN AMERICA,384,324.0,124416.0,12,20,125,10,3888,6480,40.5
2023-08-21,2023,June,6,Core i5-12600K,CORE I5,DESKTOP,LATIN AMERICA,289,441.0,127449.0,10,16,125,10,4410,7056,55.125
2023-08-22,2023,June,6,Core i5-12400,CORE I5,DESKTOP,LATIN AMERICA,192,646.0,124032.0,6,12,65,10,3876,7752,41.99
2023-08-23,2023,June,6,Core i3-12100,CELERON,DESKTOP,LATIN AMERICA,110,490.0,53900.0,4,8,60,10,1960,3920,29.4
2023-08-24,2023,June,6,Pentium Gold G7400,PENTIUM,DESKTOP,LATIN AMERICA,64,288.0,18432.0,2,4,46,10,576,1152,13.248
2023-08-25,2023,June,6,Celeron G6900,CELERON,DESKTOP,LATIN AMERICA,42,201.0,8442.0,2,2,46,10,402,402,9.246
2023-08-26,2023,June,6,Atom C5125,ATOM,EMBEDDED,LATIN AMERICA,120,115.0,13800.0,8,8,50,10,920,920,5.75
2023-08-27,2023,June,6,Atom C5320,ATOM,EMBEDDED,LATIN AMERICA,150,112.0,16800.0,8,8,41,10,896,896,4.592
2023-08-28,2023,June,6,Atom C3758R,ATOM,EMBEDDED,LATIN AMERICA,95,170.0,16150.0,8,8,26,14,1360,1360,4.42
2023-08-29,2023,July,7,Core i9-12900K,CORE I9,DESKTOP,NORTH AMERICA,589,366.0,215574.0,16,24,125,10,5856,8784,45.75
2023-08-30,2023,July,7,Core i7-12700K,CORE I7,DESKTOP,NORTH AMERICA,384,736.0,282624.0,12,20,125,10,8832,14720,92.0
2023-08-31,2023,July,7,Core i5-12600K,CELERON,DESKTOP,NORTH AMERICA,289,971.0,,10,16,125,10,9710,15536,121.375
2023-09-01,2023,July,7,Core i5-12400,CORE I5,DESKTOP,NORTH AMERICA,192,1245.0,239040.0,6,12,65,10,7470,14940,80.925
2023-09-02,2023,January,1,Atom C3758R,ATOM,EMBEDDED,LATIN AMERICA,95,157.0,14915.0,8,8,26,14,1256,1256,4.082
2023-09-03,2023,July,7,Pentium Gold G7400,PENTIUM,DESKTOP,NORTH AMERICA,64,,38976.0,2,4,46,10,1218,2436,28.014
2023-09-05,2023,April,4,Atom C5320,ATOM,EMBEDDED,NORTH AMERICA,150,184.0,27600.0,8,8,41,10,1472,1472,7.544
2023-09-05,2023,July,7,Atom C5125,ATOM,EMBEDDED,NORTH AMERICA,120,307.0,36840.0,8,8,50,10,2456,2456,15.35
2023-09-07,2023,July,7,Atom C3758R,ATOM,EMBEDDED,NORTH AMERICA,95,418.0,39710.0,8,8,26,14,3344,3344,10.868
2023-09-08,2023,July,7,Core i9-12900K,CORE I9,DESKTOP,EUROPE,589,253.0,149017.0,16,24,125,10,4048,6072,31.625
2023-09-09,2023,July,7,Core i7-12700K,CELERON,DESKTOP,EUROPE,384,521.0,200064.0,12,20,125,10,6252,10420,65.125
2023-09-10,2023,July,7,Core i5-12600K,CELERON,DESKTOP,EUROPE,289,795.0,229755.0,10,16,125,10,7950,12720,99.375
2023-09-11,2023,July,7,Core i5-12400,CORE I5,DESKTOP,EUROPE,192,1020.0,,6,12,65,10,6120,12240,66.3
2023-09-11,2023,August,8,Core i5-12600K,CELERON,DESKTOP,LATIN AMERICA,289,426.0,123114.0,10,16,125,10,4260,6816,53.25
2023-09-12,2023,September,9,Core i5-12600K,CORE I5,DESKTOP,ASIA-PACIFIC,289,844.0,243916.0,10,16,125,10,8440,13504,105.5
2023-09-12,2023,July,7,Core i3-12100,CORE I3,DESKTOP,EUROPE,110,,89100.0,4,8,60,10,3240,6480,48.6
2023-09-13,2023,July,7,Pentium Gold G7400,PENTIUM,DESKTOP,EUROPE,64,457.0,29248.0,2,4,46,10,914,1828,21.022
2023-09-14,2023,July,7,Celeron G6900,CELERON,DESKTOP,EUROPE,42,407.0,17094.0,2,2,46,10,814,814,18.722
2023-09-15,2023,July,7,Atom C5125,ATOM,EMBEDDED,EUROPE,120,238.0,28560.0,8,8,50,10,1904,1904,11.9
2023-09-16,2023,July,7,Atom C5320,ATOM,EMBEDDED,EUROPE,150,183.0,27450.0,8,8,41,10,1464,1464,7.503
2023-09-17,2023,July,7,Atom C3758R,ATOM,EMBEDDED,EUROPE,95,276.0,26220.0,8,8,26,14,2208,2208,7.176
2023-09-18,2023,July,7,Core i9-12900K,CORE I9,DESKTOP,ASIA-PACIFIC,589,363.0,213807.0,16,24,125,10,5808,8712,45.375
2023-09-19,2023,July,7,Core i7-12700K,CELERON,DESKTOP,ASIA-PACIFIC,384,805.0,,12,20,125,10,9660,16100,100.625
2023-09-20,2023,July,7,Core i5-12600K,CORE I5,DESKTOP,ASIA-PACIFIC,289,834.0,241026.0,10,16,125,10,8340,13344,104.25
2023-09-21,2023,July,7,Core i5-12400,CORE I5,DESKTOP,ASIA-PACIFIC,192,1411.0,270912.0,6,12,65,10,8466,16932,91.715
2023-09-22,2023,July,7,Core i3-12100,CELERON,DESKTOP,ASIA-PACIFIC,110,1302.0,143220.0,4,8,60,10,5208,10416,78.12
2023-09-23,2023,July,7,Pentium Gold G7400,PENTIUM,DESKTOP,ASIA-PACIFIC,64,627.0,40128.0,2,4,46,10,1254,2508,28.842
2023-09-24,2023,July,7,Celeron G6900,CELERON,DESKTOP,ASIA-PACIFIC,42,,20790.0,2,2,46,10,990,990,22.77
2023-09-25,2023,July,7,Atom C5125,ATOM,EMBEDDED,ASIA-PACIFIC,120,,37200.0,8,8,50,10,2480,2480,15.5
2023-09-26,2023,July,7,Atom C5320,ATOM,EMBEDDED,ASIA-PACIFIC,150,224.0,33600.0,8,8,41,10,1792,1792,9.184
2023-09-27,2023,July,7,Atom C3758R,ATOM,EMBEDDED,ASIA-PACIFIC,95,384.0,36480.0,8,8,26,14,3072,3072,9.984
2023-09-28,2023,July,7,Core i9-12900K,CELERON,DESKTOP,LATIN AMERICA,589,177.0,104253.0,16,24,125,10,2832,4248,22.125
2023-09-29,2023,July,7,Core i7-12700K,CORE I7,DESKTOP,LATIN AMERICA,384,354.0,135936.0,12,20,125,10,4248,7080,44.25
2023-09-30,2023,July,7,Core i5-12600K,CORE I5,DESKTOP,LATIN AMERICA,289,479.0,138431.0,10,16,125,10,4790,7664,59.875
2023-10-02,2023,July,7,Core i3-12100,CORE I3,DESKTOP,LATIN AMERICA,110,,59510.0,4,8,60,10,2164,4328,32.46
2023-10-03,2023,February,2,Atom C5320,ATOM,EMBEDDED,ASIA-PACIFIC,150,173.0,25950.0,8,8,41,10,1384,1384,7.093
2023-10-04,2023,March,3,Atom C3758R,ATOM,EMBEDDED,EUROPE,95,277.0,26315.0,8,8,26,14,2216,2216,7.202
2023-10-07,2023,May,5,Core i9-12900K,CORE I9,DESKTOP,LATIN AMERICA,589,142.0,83638.0,16,24,125,10,2272,3408,17.75
2023-10-07,2023,July,7,Atom C3758R,ATOM,EMBEDDED,LATIN AMERICA,95,205.0,19475.0,8,8,26,14,1640,1640,5.33
2023-10-08,2023,August,8,Core i9-12900K,CELERON,DESKTOP,NORTH AMERICA,589,416.0,245024.0,16,24,125,10,6656,9984,52.0
2023-10-09,2023,August,8,Core i7-12700K,CORE I7,DESKTOP,NORTH AMERICA,384,708.0,271872.0,12,20,125,10,8496,14160,88.5
2023-10-10,2023,August,8,Core i5-12600K,CORE I5,DESKTOP,NORTH AMERICA,289,956.0,276284.0,10,16,125,10,9560,15296,119.5
2023-10-12,2023,August,8,Core i3-12100,CELERON,DESKTOP,NORTH AMERICA,110,1271.0,139810.0,4,8,60,10,5084,10168,76.26
2023-10-13,2023,August,8,Pentium Gold G7400,PENTIUM,DESKTOP,NORTH AMERICA,64,534.0,34176.0,2,4,46,10,1068,2136,24.564
2023-10-14,2023,August,8,Celeron G6900,CELERON,DESKTOP,NORTH AMERICA,42,491.0,20622.0,2,2,46,10,982,982,22.586
2023-10-15,2023,August,8,Atom C5125,ATOM,EMBEDDED,NORTH AMERICA,120,314.0,37680.0,8,8,50,10,2512,2512,15.7
2023-10-16,2023,August,8,Atom C5320,ATOM,EMBEDDED,NORTH AMERICA,150,232.0,34800.0,8,8,41,10,1856,1856,9.512
2023-10-17,2023,August,8,Atom C3758R,ATOM,EMBEDDED,NORTH AMERICA,95,446.0,42370.0,8,8,26,14,3568,3568,11.596
2023-10-18,2023,August,8,Core i9-12900K,CORE I9,DESKTOP,EUROPE,589,266.0,156674.0,16,24,125,10,4256,6384,33.25
2023-10-19,2023,August,8,Core i7-12700K,CORE I7,DESKTOP,EUROPE,384,534.0,205056.0,12,20,125,10,6408,10680,66.75
2023-10-20,2023,August,8,Core i5-12600K,CELERON,DESKTOP,EUROPE,289,908.0,262412.0,10,16,125,10,9080,14528,113.5
2023-10-21,2023,August,8,Core i5-12400,CELERON,DESKTOP,EUROPE,192,1189.0,228288.0,6,12,65,10,7134,14268,77.285
2023-10-22,2023,August,8,Core i3-12100,CELERON,DESKTOP,EUROPE,110,,101090.0,4,8,60,10,3676,7352,55.14
2023-10-23,2023,August,8,Pentium Gold G7400,PENTIUM,DESKTOP,EUROPE,64,520.0,33280.0,2,4,46,10,1040,2080,23.92
2023-10-24,2023,August,8,Celeron G6900,CELERON,DESKTOP,EUROPE,42,447.0,18774.0,2,2,46,10,894,894,20.562
2023-10-25,2023,August,8,Atom C5125,ATOM,EMBEDDED,EUROPE,120,236.0,28320.0,8,8,50,10,1888,1888,11.8
2023-10-26,2023,August,8,Atom C5320,ATOM,EMBEDDED,EUROPE,150,214.0,32100.0,8,8,41,10,1712,1712,8.774
2023-10-27,2023,August,8,Atom C3758R,ATOM,EMBEDDED,EUROPE,95,317.0,30115.0,8,8,26,14,2536,2536,8.242
2023-10-28,2023,August,8,Core i9-12900K,CELERON,DESKTOP,ASIA-PACIFIC,589,349.0,205561.0,16,24,125,10,5584,8376,43.625
2023-10-29,2023,August,8,Core i7-12700K,CELERON,DESKTOP,ASIA-PACIFIC,384,814.0,312576.0,12,20,125,10,9768,16280,101.75
2023-10-30,2023,August,8,Core i5-12600K,CELERON,DESKTOP,ASIA-PACIFIC,289,1089.0,314721.0,10,16,125,10,10890,17424,136.125
2023-10-31,2023,August,8,Core i5-12400,CELERON,DESKTOP,ASIA-PACIFIC,192,1681.0,322752.0,6,12,65,10,10086,20172,109.265
2023-11-01,2023,August,8,Core i3-12100,CORE I3,DESKTOP,ASIA-PACIFIC,110,1436.0,157960.0,4,8,60,10,5744,11488,86.16
2023-11-02,2023,August,8,Pentium Gold G7400,PENTIUM,DESKTOP,ASIA-PACIFIC,64,768.0,49152.0,2,4,46,10,1536,3072,35.328
2023-11-02,2023,February,2,Core i7-12700K,CORE I7,DESKTOP,NORTH AMERICA,384,,211200.0,12,20,125,10,6600,11000,68.75
2023-11-03,2023,August,8,Celeron G6900,CELERON,DESKTOP,ASIA-PACIFIC,42,540.0,22680.0,2,2,46,10,1080,1080,24.84
2023-11-04,2023,August,8,Atom C5125,ATOM,EMBEDDED,ASIA-PACIFIC,120,318.0,38160.0,8,8,50,10,2544,2544,15.9
2023-11-06,2023,August,8,Atom C3758R,ATOM,EMBEDDED,ASIA-PACIFIC,95,438.0,41610.0,8,8,26,14,3504,3504,11.388
2023-11-07,2023,August,8,Core i9-12900K,CELERON,DESKTOP,LATIN AMERICA,589,182.0,107198.0,16,24,125,10,2912,4368,22.75
2023-11-08,2023,August,8,Core i7-12700K,CELERON,DESKTOP,LATIN AMERICA,384,,124800.0,12,20,125,10,3900,6500,40.625
2023-11-08,2023,June,6,Core i5-12600K,CELERON,DESKTOP,ASIA-PACIFIC,289,821.0,237269.0,10,16,125,10,8210,13136,102.625
2023-11-10,2023,August,8,Core i5-12400,CORE I5,DESKTOP,NORTH AMERICA,192,1308.0,251136.0,6,12,65,10,7848,15696,85.02
2023-11-10,2023,August,8,Core i5-12400,CORE I5,DESKTOP,LATIN AMERICA,192,848.0,162816.0,6,12,65,10,5088,10176,55.12
2023-11-11,2023,August,8,Core i3-12100,CORE I3,DESKTOP,LATIN AMERICA,110,683.0,75130.0,4,8,60,10,2732,5464,40.98
2023-11-12,2023,August,8,Pentium Gold G7400,PENTIUM,DESKTOP,LATIN AMERICA,64,328.0,20992.0,2,4,46,10,656,1312,15.088
2023-11-13,2023,August,8,Celeron G6900,CELERON,DESKTOP,LATIN AMERICA,42,241.0,10122.0,2,2,46,10,482,482,11.086
2023-11-14,2023,August,8,Atom C5125,ATOM,EMBEDDED,LATIN AMERICA,120,140.0,16800.0,8,8,50,10,1120,1120,7.0
2023-11-15,2023,August,8,Atom C5320,ATOM,EMBEDDED,LATIN AMERICA,150,111.0,16650.0,8,8,41,10,888,888,4.551
2023-11-16,2023,August,8,Atom C3758R,ATOM,EMBEDDED,LATIN AMERICA,95,201.0,19095.0,8,8,26,14,1608,1608,5.226
2023-11-17,2023,September,9,Core i9-12900K,CELERON,DESKTOP,NORTH AMERICA,589,328.0,193192.0,16,24,125,10,5248,7872,41.0
2023-11-18,2023,September,9,Core i7-12700K,CORE I7,DESKTOP,NORTH AMERICA,384,689.0,264576.0,12,20,125,10,8268,13780,86.125
2023-11-19,2023,September,9,Core i5-12600K,CELERON,DESKTOP,NORTH AMERICA,289,905.0,261545.0,10,16,125,10,9050,14480,113.125
2023-11-20,2023,September,9,Core i5-12400,CELERON,DESKTOP,NORTH AMERICA,192,1210.0,232320.0,6,12,65,10,7260,14520,78.65
2023-11-21,2023,September,9,Core i3-12100,CELERON,DESKTOP,NORTH AMERICA,110,1227.0,134970.0,4,8,60,10,4908,9816,73.62
2023-11-22,2023,September,9,Pentium Gold G7400,PENTIUM,DESKTOP,NORTH AMERICA,64,578.0,36992.0,2,4,46,10,1156,2312,26.588
2023-11-23,2023,September,9,Celeron G6900,CELERON,DESKTOP,NORTH AMERICA,42,439.0,18438.0,2,2,46,10,878,878,20.194
2023-11-24,2023,September,9,Atom C5125,ATOM,EMBEDDED,NORTH AMERICA,120,279.0,33480.0,8,8,50,10,2232,2232,13.95
2023-11-25,2023,September,9,Atom C5320,ATOM,EMBEDDED,NORTH AMERICA,150,210.0,,8,8,41,10,1680,1680,8.61
2023-11-26,2023,September,9,Atom C3758R,ATOM,EMBEDDED,NORTH AMERICA,95,349.0,33155.0,8,8,26,14,2792,2792,9.074
2023-11-27,2023,September,9,Core i9-12900K,CELERON,DESKTOP,EUROPE,589,,151962.0,16,24,125,10,4128,6192,32.25
2023-11-28,2023,September,9,Core i7-12700K,CORE I7,DESKTOP,EUROPE,384,581.0,223104.0,12,20,125,10,6972,11620,72.625
2023-11-29,2023,September,9,Core i5-12600K,CORE I5,DESKTOP,EUROPE,289,615.0,177735.0,10,16,125,10,6150,9840,76.875
2023-11-30,2023,September,9,Core i5-12400,CORE I5,DESKTOP,EUROPE,192,955.0,183360.0,6,12,65,10,5730,11460,62.075
2023-12-01,2023,September,9,Core i3-12100,CELERON,DESKTOP,EUROPE,110,777.0,85470.0,4,8,60,10,3108,6216,46.62
2023-12-02,2023,September,9,Pentium Gold G7400,PENTIUM,DESKTOP,EUROPE,64,387.0,24768.0,2,4,46,10,774,1548,17.802
2023-12-03,2023,September,9,Celeron G6900,CELERON,DESKTOP,EUROPE,42,,16716.0,2,2,46,10,796,796,18.308
2023-12-03,2023,February,2,Core i9-12900K,CELERON,DESKTOP,LATIN AMERICA,589,148.0,87172.0,16,24,125,10,2368,3552,18.5
2023-12-06,2023,September,9,Atom C3758R,ATOM,EMBEDDED,EUROPE,95,276.0,26220.0,8,8,26,14,2208,2208,7.176
2023-12-07,2023,September,9,Core i9-12900K,CORE I9,DESKTOP,ASIA-PACIFIC,589,350.0,206150.0,16,24,125,10,5600,8400,43.75
2023-12-08,2023,June,6,Core i5-12400,CELERON,DESKTOP,ASIA-PACIFIC,192,1348.0,258816.0,6,12,65,10,8088,16176,87.62
2023-12-10,2023,September,9,Core i5-12400,CELERON,DESKTOP,ASIA-PACIFIC,192,,,6,12,65,10,8256,16512,89.44
2023-12-11,2023,September,9,Core i3-12100,CELERON,DESKTOP,ASIA-PACIFIC,110,1134.0,124740.0,4,8,60,10,4536,9072,68.04
2023-12-12,2023,September,9,Pentium Gold G7400,PENTIUM,DESKTOP,ASIA-PACIFIC,64,605.0,38720.0,2,4,46,10,1210,2420,27.83
2023-12-13,2023,September,9,Celeron G6900,CELERON,DESKTOP,ASIA-PACIFIC,42,486.0,20412.0,2,2,46,10,972,972,22.356
2023-12-14,2023,September,9,Atom C5125,ATOM,EMBEDDED,ASIA-PACIFIC,120,252.0,30240.0,8,8,50,10,2016,2016,12.6
2023-12-15,2023,September,9,Atom C5320,ATOM,EMBEDDED,ASIA-PACIFIC,150,,33750.0,8,8,41,10,1800,1800,9.225
2023-12-16,2023,September,9,Atom C3758R,ATOM,EMBEDDED,ASIA-PACIFIC,95,424.0,40280.0,8,8,26,14,3392,3392,11.024
2023-12-17,2023,September,9,Core i9-12900K,CORE I9,DESKTOP,LATIN AMERICA,589,162.0,95418.0,16,24,125,10,2592,3888,20.25
2023-12-18,2023,September,9,Core i7-12700K,CORE I7,DESKTOP,LATIN AMERICA,384,358.0,137472.0,12,20,125,10,4296,7160,44.75
2023-12-19,2023,September,9,Core i5-12600K,CORE I5,DESKTOP,LATIN AMERICA,289,452.0,130628.0,10,16,125,10,4520,7232,56.5
2023-12-20,2023,September,9,Core i5-12400,CORE I5,DESKTOP,LATIN AMERICA,192,582.0,111744.0,6,12,65,10,3492,6984,37.83
2023-12-21,2023,September,9,Core i3-12100,CORE I3,DESKTOP,LATIN AMERICA,110,470.0,51700.0,4,8,60,10,1880,3760,28.2
2023-12-22,2023,September,9,Pentium Gold G7400,PENTIUM,DESKTOP,LATIN AMERICA,64,281.0,17984.0,2,4,46,10,562,1124,12.926
2023-12-23,2023,September,9,Celeron G6900,CELERON,DESKTOP,LATIN AMERICA,42,185.0,7770.0,2,2,46,10,370,370,8.51
2023-12-24,2023,September,9,Atom C5125,ATOM,EMBEDDED,LATIN AMERICA,120,138.0,16560.0,8,8,50,10,1104,1104,6.9
2023-12-25,2023,September,9,Atom C5320,ATOM,EMBEDDED,LATIN AMERICA,150,122.0,18300.0,8,8,41,10,976,976,5.002
2023-12-26,2023,September,9,Atom C3758R,ATOM,EMBEDDED,LATIN AMERICA,95,193.0,18335.0,8,8,26,14,1544,1544,5.018
2023-12-27,2023,October,10,Core i9-12900K,CORE I9,DESKTOP,NORTH AMERICA,589,,184357.0,16,24,125,10,5008,7512,39.125
2023-12-28,2023,October,10,Core i7-12700K,CORE I7,DESKTOP,NORTH AMERICA,384,675.0,259200.0,12,20,125,10,8100,13500,84.375
2023-12-29,2023,October,10,Core i5-12600K,CORE I5,DESKTOP,NORTH AMERICA,289,853.0,246517.0,10,16,125,10,8530,13648,106.625
2023-12-30,2023,October,10,Core i5-12400,CELERON,DESKTOP,NORTH AMERICA,192,1313.0,252096.0,6,12,65,10,7878,15756,85.345
2023-12-31,2023,October,10,Core i3-12100,CORE I3,DESKTOP,NORTH AMERICA,110,1223.0,134530.0,4,8,60,10,4892,9784,73.38
2024-01-01,2023,October,10,Pentium Gold G7400,PENTIUM,DESKTOP,NORTH AMERICA,64,521.0,33344.0,2,4,46,10,1042,2084,23.966
2024-01-02,2023,October,10,Celeron G6900,CELERON,DESKTOP,NORTH AMERICA,42,491.0,20622.0,2,2,46,10,982,982,22.586
2024-01-03,2023,October,10,Atom C5125,ATOM,EMBEDDED,NORTH AMERICA,120,302.0,36240.0,8,8,50,10,2416,2416,15.1
2024-01-04,2023,October,10,Atom C5320,ATOM,EMBEDDED,NORTH AMERICA,150,196.0,29400.0,8,8,41,10,1568,1568,8.036
2024-01-06,2023,October,10,Core i9-12900K,CORE I9,DESKTOP,EUROPE,589,237.0,139593.0,16,24,125,10,3792,5688,29.625
2024-01-07,2023,October,10,Core i7-12700K,CORE I7,DESKTOP,EUROPE,384,461.0,177024.0,12,20,125,10,5532,9220,57.625
2024-01-09,2023,October,10,Core i5-12400,CORE I5,DESKTOP,EUROPE,192,1139.0,218688.0,6,12,65,10,6834,13668,74.035
2024-01-13,2023,October,10,Atom C5125,ATOM,EMBEDDED,EUROPE,120,192.0,23040.0,8,8,50,10,1536,1536,9.6
2024-01-14,2023,October,10,Atom C5320,ATOM,EMBEDDED,EUROPE,150,196.0,29400.0,8,8,41,10,1568,1568,8.036
2024-01-15,2023,October,10,Atom C3758R,ATOM,EMBEDDED,EUROPE,95,,27930.0,8,8,26,14,2352,2352,7.644
2024-01-16,2023,October,10,Core i9-12900K,CORE I9,DESKTOP,ASIA-PACIFIC,589,310.0,182590.0,16,24,125,10,4960,7440,38.75
2024-01-17,2023,October,10,Core i7-12700K,CELERON,DESKTOP,ASIA-PACIFIC,384,,285312.0,12,20,125,10,8916,14860,92.875
